[S]	-85	184	751
[S]	-18	166	699
[S]	-67	67	800
[S]	-166	200	784
[G]	2012-08-24 15:50:03	N39.809391	W86.158953	43	2
[S]	-218	200	751
[S]	-118	218	717
[S]	-133	166	751
[S]	-133	118	751
[S]	-100	118	717
[S]	-118	166	766
[S]	-133	200	766
[S]	-166	184	733
[S]	-85	151	717
[S]	-85	184	717
[G]	2012-08-24 15:50:04	N39.809503	W86.158965	41	0
[S]	-33	166	666
[S]	-85	184	666
[S]	-67	166	717
[S]	-118	200	717
[S]	-100	233	751
[S]	-100	200	717
[S]	-85	218	717
[S]	-85	184	751
[S]	-118	166	751
[S]	-118	200	717
[G]	2012-08-24 15:50:05	N39.809613	W86.158958	41	3
[S]	-67	200	751
[S]	-51	200	717
[S]	-100	166	733
[S]	-67	133	699
[S]	-118	166	766
[S]	-100	151	800
[S]	-85	166	800
[S]	-51	151	733
[S]	-118	184	666
[S]	-100	151	717
[G]	2012-08-24 15:50:06	N39.809720	W86.158951	41	4
[S]	-118	100	684
[S]	-118	133	751
[S]	-100	133	766
[S]	-85	133	699
[S]	-67	118	733
[S]	-100	118	717
[S]	-118	118	733
[S]	-118	118	766
[S]	-118	200	733
[S]	-85	200	733
[G]	2012-08-24 15:50:07	N39.809831	W86.158956	41	4
[S]	-67	151	717
[S]	-67	151	766
[S]	-67	166	699
[S]	-118	151	784
[S]	-18	151	784
[S]	-118	184	766
[S]	-85	233	666
[S]	-51	100	518
[S]	-100	18	818
[S]	-51	184	800
[G]	2012-08-24 15:50:08	N39.809948	W86.158978	40	3
[S]	-18	318	766
[S]	-100	184	733
[S]	-118	184	666
[S]	-151	251	651
[S]	-267	318	751
[S]	-67	200	766
[S]	-85	166	851
[S]	118	151	766
[S]	-200	300	766
[S]	-85	218	666
[G]	2012-08-24 15:50:09	N39.810051	W86.158981	39	2
[S]	-118	233	818
[S]	-251	267	733
[S]	-51	218	851
[S]	-184	218	684
[S]	-67	200	651
[S]	-100	267	684
[S]	-51	200	684
[S]	-67	200	751
[S]	-85	233	800
[S]	-100	285	766
[G]	2012-08-24 15:50:10	N39.810153	W86.158978	39	3
[S]	-67	267	684
[S]	-85	267	717
[S]	-67	218	699
[S]	-100	267	733
[S]	-85	285	766
[S]	-85	267	733
[S]	-85	267	684
[S]	-33	267	699
[S]	-85	267	717
[S]	-85	251	751
[G]	2012-08-24 15:50:11	N39.810253	W86.158966	40	5
[S]	-85	251	733
[S]	-67	267	751
[S]	-85	251	751
[S]	-67	300	717
[S]	-51	285	733
[S]	-100	267	717
[S]	-85	285	666
[S]	51	251	733
[S]	166	100	699
[S]	-33	318	784
[G]	2012-08-24 15:50:12	N39.810365	W86.158965	42	5
[S]	-85	300	699
[S]	-118	200	666
[S]	-118	251	699
[S]	-100	285	800
[S]	-67	267	784
[S]	-118	218	684
[S]	-67	233	699
[S]	-85	233	717
[S]	-85	200	717
[S]	-133	200	717
[G]	2012-08-24 15:50:13	N39.810486	W86.158968	46	5
[S]	-85	200	751
[S]	-100	184	751
[S]	-100	184	733
[S]	-118	200	699
[S]	-100	200	717
[S]	-100	184	733
[S]	-85	184	733
